Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
38730,Bauliche Anlage,Kreis Segeberg,Henstedt-Ulzburg,Am Wöddel 32,ehem. Schule,"ehem. Schule; 1912; zweigeschossiger Backsteinbau mit überkragendem Walmdach, dreiachsiger Eingangsrisalit mit Rundvorbau und Schweifgiebel, eingeschossiges Aborthäuschen, qualitätvoller Heimatschutzstil","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Schule, Aborthäuschen",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/38730.jpg
3042,Bauliche Anlage,Kreis Segeberg,Henstedt-Ulzburg,Götzberger Straße,Windmühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
19795,Bauliche Anlage,Kreis Segeberg,Henstedt-Ulzburg,Kisdorfer Straße 10,Erlöserkirche,"Neugotische Saalkirche mit Westturm und Apsis, 1880 von Landbaumeister Stoedtner errichtet","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19795.jpg
50303,Bauliche Anlage,Kreis Segeberg,Henstedt-Ulzburg,Prunstwiete,Fachwerkscheune,"Fachwerkscheune; wohl 2. Viertel 19. Jh.; Zweiständerbau mit Längsdurchfahrt und reetgedecktem Halbwalmdach, Außenwände teils mit Backsteinen teils mit Holzbohlen ausgefacht","Geschichtlich, Städtebaulich",gesamtes Objekt,
52014,Gründenkmal,Kreis Segeberg,Henstedt-Ulzburg,Dorfstraße,Friedenseiche,"Friedenseiche; 1871; Eiche mit ausladender Krone, davor Gedenkstein mit erläuternder Tafel","Geschichtlich, Städtebaulich","Friedenseiche, Gedenkstein 1871",
51734,Gründenkmal,Kreis Segeberg,Henstedt-Ulzburg,Lindenstraße,Friedenseiche,"Friedenseiche mit Gedenkstein; 1918; hoch gewachsene Eiche, Gedenkstein mit Inschrift","Geschichtlich, Städtebaulich","Friedenseiche, Gedenkstein 1918",
31778,Bauliche Anlage,Kreis Segeberg,Hitzhusen,Kattrepel,Ehrenmalanlage,"Ehrenmalanlage; 1896 bis nach 1945; Anlage mit drei Ehrenmalen für die Opfer der Kriege 1870/71, 1914-18, 1939-45, Friedenseiche und Einfassungsmauer aus Backstein mit Kette","Geschichtlich, Städtebaulich","Ehrenmalanlage, Ehrenmal 1870/71, Ehrenmal 1914-18, Ehrenmal 1939-45, Friedenseiche, Einfassungsmauer aus Backstein mit Kette ",
33622,Bauliche Anlage,Kreis Segeberg,Högersdorf,B 432,Brücke über die Trave (B 432),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Technisch",Alteintragung (Aktualisierung vorgesehen),
7305,Bauliche Anlage,Kreis Segeberg,Högersdorf,Lütt Eck,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
26605,Bauliche Anlage,Kreis Segeberg,Hüttblek,Im Busch 10,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; Ende 19. Jh.; eingeschossiger traufständiger Backsteinbau mit reetgedecktem Halbwalmdach, nach Norden jüngerer Kuhstallanbau","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
7302,Bauliche Anlage,Kreis Segeberg,Itzstedt,Segeberger Straße,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
51645,Sachgesamtheit,Kreis Segeberg,"Kaltenkirchen, Stadt","B 4, Barmstedter Straße, Kieler Straße",KZ-Gedenkstätte Springhirsch,"Sachgesamtheit KZ-Gedenkstätte Springhirsch; 1941-1978; westlich außerhalb von Kaltenkirchen gelegenes Ensemble aus der KZ-Gedenkstätte Springhirsch von 1944, dem sog. Sterbelager von 1941, der Gräberstätte Moorkaten von 1978 und der Pumpwerk-Ruine","Geschichtlich, Wissenschaftlich","KZ-Gedenkstätte Springhirsch (Kieler Straße, Nützen), Gräberstätte Moorkaten mit Pumpwerk-Ruine (Barmstedter Straße, Kaltenkirchen), sog. Sterbelager (B 4, Kaltenkirchen)",
28332,Bauliche Anlage,Kreis Segeberg,"Kaltenkirchen, Stadt",B 4,sog. Sterbelager,"sog. Sterbelager; 1941; ehem. Gefangenenlager des KZ-Außenkommandos Kaltenkirchen in Springhirsch, Wald- und Wiesenflächen mit Fundamentresten von Baracken und mit trichterförmigen Vertiefungen","Geschichtlich, Wissenschaftlich",gesamtes Objekt,
27812,Bauliche Anlage,Kreis Segeberg,"Kaltenkirchen, Stadt",Barmstedter Straße,Gräberstätte Moorkaten,"Gräberstätte Moorkaten; 1978; nahezu quadratische Rasenfläche von 28 x 30 Metern mit Gedenkkreuzen für hier begrabene sowjetische Kriegsgefangene und KZ-Opfer, an drei Seiten von Hecken umschlossen; Reste eines Pumpwerks","Geschichtlich, Wissenschaftlich","Gräberstätte Moorkaten, Pumpwerk-Ruine",
28391,Bauliche Anlage,Kreis Segeberg,"Kaltenkirchen, Stadt",Fröbelweg 3,Fröbelkindergarten,"Fröbelkindergarten; 1973-74, Architekten Kurt Gelhaar und Dieter Hoor; eingeschossiger Kalksandsteinbau über L-förmigem Grundriss, Flachdach","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,
22028,Bauliche Anlage,Kreis Segeberg,"Kaltenkirchen, Stadt",Kieler Straße 1,ehem. Kirchspielvogtei,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
6408,Bauliche Anlage,Kreis Segeberg,"Kaltenkirchen, Stadt",Kirchenstraße,Kirche St. Michaelis,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/6408.jpg
43922,Gründenkmal,Kreis Segeberg,"Kaltenkirchen, Stadt",Am Ehrenhain,Ehrenhain,"Ehrenhain; 1907 – 1953; Gedenkstätte in der Form eines Haines, 1923, Ehrenmal zur Erinnerung an beide Weltkriege, 1923, Erweiterung 1953, Denkmal zur Erinnerung an 1870/71, 1907","Geschichtlich, Städtebaulich","Ehrenhain, Ehrenmal beider Weltkriege, Denkmal 1870/71",
43750,Sachgesamtheit,Kreis Segeberg,Kattendorf,"Bollweg 20, 22",Forsthaus Elisenruh,"Forsthaus Elisenruh; um 1800 – 19. Jh.; im Kleinen Schmalfelder Wohld gelegenes Ensemble aus Forsthaus Elisenruh, Torpfosten und ehem. Remise","Geschichtlich, Kulturlandschaftlich","Forsthaus Elisenruh mit Torpfosten (Bollweg 22), ehem. Remise (Bollweg 20)",
12898,Bauliche Anlage,Kreis Segeberg,Kattendorf,Bollweg 22,Forsthaus Elisenruh,"Forsthaus Elisenruh; um 1800; eingeschossiger Backsteinbau mit reetgedecktem Halbwalmdach, Torpfosten","Geschichtlich, Kulturlandschaftlich","Forsthaus Elisenruh, Torpfosten",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12898.jpg
7299,Bauliche Anlage,Kreis Segeberg,Kayhude,Segeberger Straße,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
26702,Bauliche Anlage,Kreis Segeberg,Kisdorf,Am Waldhof 4,Gutshaus Waldhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich",gesamtes Äußeres,
27220,Bauliche Anlage,Kreis Segeberg,Kisdorf,Segeberger Straße,Ehrenhain,"Ehrenhain für die Gefallenen beider Weltkriege; 1922, nach 1945 ergänzt; dreieckige Grünanlage mit Baumkranz, Gedenkstein auf dreiteiligem Sockel mit Inschrifttafeln","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Ehrenhain, Gedenkstein",
12539,Bauliche Anlage,Kreis Segeberg,Kisdorf,Sengel 1,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1859; eingeschossiger giebelständiger Backsteinbau mit reetgedecktem Halbwalmdach, mit angebautem Kuhstall auf L-förmigem Grundriss","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12539.jpg
43715,Gründenkmal,Kreis Segeberg,Kisdorf,Bismarckplatz,Bismarck-Eiche,"Bismarck-Eiche mit Gedenkstein; 1910; Eiche mit ausladender Krone, großer Findling mit Inschrift, Grünfläche","Geschichtlich, Städtebaulich","Bismarck-Eiche, Gedenkstein, Grünfläche",
43717,Gründenkmal,Kreis Segeberg,Kisdorf,Segeberger Straße,Kaisereiche,"Kaisereiche mit Gedenkstein; 1903; hoch gewachsene Eiche, Gedenkstein mit Inschrifttafel, Grünfläche","Geschichtlich, Städtebaulich","Kaisereiche, Gedenkstein, Grünfläche",
22014,Bauliche Anlage,Kreis Segeberg,Klein Gladebrügge,Traventhaler Straße,Rantzaustein,"Rantzaustein; 1575; Granitfindling mit Inschrift auf gemauertem Sockel, vier Linden","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Rantzaustein, vier Linden",
10693,Bauliche Anlage,Kreis Segeberg,Klein Rönnau,Eutiner Straße 42,Räucherkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
8146,Bauliche Anlage,Kreis Segeberg,Klein Rönnau,Eutiner Straße,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
19897,Bauliche Anlage,Kreis Segeberg,Klein Rönnau,Mühlenweg 2,ehem. Müllerhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3298,Bauliche Anlage,Kreis Segeberg,Klein Rönnau,Mühlenweg,Mühlengebäude der Wassermühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
36914,Bauliche Anlage,Kreis Segeberg,Kükels,Dorfstraße 20,Ehrenmalanlage für die Gefallenen beider Weltkriege,"Ehrenmalanlage; um 1920, nach 1945 erweitert; über Eck angelegte kleine Anlage mit Ehrenmal für die Gefallenen des Ersten Weltkriegs, zwei seitlichen Gedenktafeln für die Gefallenen des Zweiten Weltkriegs und zwei Säuleneichen","Geschichtlich, Städtebaulich","Ehrenmalanlage für die Gefallenen beider Weltkriege, Ehrenmal für die Gefallenen des Ersten Weltkrieges, zwei Gedenktafeln für die Gefallenen des Zweiten Weltkrieges, zwei Säuleneichen",
41007,Sachgesamtheit,Kreis Segeberg,Leezen,"Heiderfelder Straße 7, 9",Kirche Leezen,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Alter Kirchhof, Historische Grabmale, Alter Treppenweg mit Pforte, Kirchhofsmauer/Feldsteinböschung (Heiderfelder Straße 7); Pastorat (Heiderfelder Straße 9)",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/41007.jpg
9839,Bauliche Anlage,Kreis Segeberg,Leezen,Heiderfelder Straße 7,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/9839.jpg
1311,Bauliche Anlage,Kreis Segeberg,Leezen,Heiderfelder Straße 9,Pastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
7304,Bauliche Anlage,Kreis Segeberg,Leezen,Segeberger Chaussee,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
13481,Gründenkmal,Kreis Segeberg,Leezen,Hans-Jacob-Möller-Straße,Dorfanger,"Dorfanger; spätmittelalterlich; dreigeteilte Platzanlage mit Altbaumbestand, Lindenreihen, Doppeleiche und Kriegerdenkmale","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich, Wissenschaftlich","Dorfanger, Schleswig-Holsteinische Doppeleiche, Ehrenmal für die Gefallenen des deutsch-dänischen und deutsch-französischen Krieges, Lindenalle an der Hans-Jacob-Möller Straße, Lindenreihen auf dem Marktplatz, Kastanienallee (Mitte westl. Platzhälfte)",
13813,Gründenkmal,Kreis Segeberg,Leezen,Heiderfelder Straße 7,Alter Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Alter Kirchhof, Historische Grabmale, Alter Treppenweg mit Pforte, Kirchhofsmauer/Feldsteinböschung",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13813.jpg
8144,Bauliche Anlage,Kreis Segeberg,Lentföhrden,Kieler Straße,Vollmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
7301,Bauliche Anlage,Kreis Segeberg,Nahe,Segeberger Straße,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
3435,Bauliche Anlage,Kreis Segeberg,Nahe,Wakendorfer Straße 38,Wasserstein von 1801,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
27221,Gründenkmal,Kreis Segeberg,Nahe,Beim Gedenkplatz,Ehrenhain,"Ehrenhain; 1920er Jahre; rautenförmige Fläche mit dichter Bepflanzung aus Buchen und Eichen, im Halbrund Findlinge mit Namen der Gefallenen, mittig auf hohem Sockel zwei Findlinge mit Inschriften, zur Straße eine sehr alte Eiche","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
1243,Bauliche Anlage,Kreis Segeberg,Nehms,Muggesfelder Straße 3,Gut Muggesfelde: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1245,Bauliche Anlage,Kreis Segeberg,Nehms,Muggesfelder Straße 3,Gut Muggesfelde: Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1246,Bauliche Anlage,Kreis Segeberg,Nehms,Muggesfelder Straße 3,Gut Muggesfelde: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
10203,Bauliche Anlage,Kreis Segeberg,Neuengörs,Söhrener Straße 4,Fachhallenkate,"Fachhallenkate; 19. Jh.; eingeschossiger, traufständiger Fachwerkbau mit reetgedecktem Walmdach","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/10203.jpg
19894,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Achternfelde 54,Fachhallenkate,"Fachhallenkate; 1788; eingeschossiger Fachwerkbau mit Ziegelausfachung und teilausgebautem Reetdach, Inschriftbalken über Grootdör","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19894.jpg
19895,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Alte Dorfstraße 4,Fachhallenkate,"Fachhallenkate; wohl Mitte/Ende 18. Jh.; eingeschossiger traufständiger Backsteinbau, reetgedecktes Schopfwalmdach mit Eulengiebeln, Traufe mit Bogen über straßenseitigem Eingang","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19895.jpg
19937,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Alte Dorfstraße 21,Einfamilienhaus,"Einfamilienhaus; 1933; zweigeschossiger Backsteinbau mit ausgebautem Walmdach, straßenseitig Auslucht, über Eingang vertikales Fensterband und Zwerchhaus","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19937.jpg
9248,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Alte Dorfstraße 69,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; um 1870; eingeschossiges traufständiges Fachhallenhaus aus Backsteinen mit hohem reetgedecktem Satteldach, zweigeschossiger Stallanbau im Südwesten wohl um 1900","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/9248.jpg
9480,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Am Glasmoor 99,Hauptgebäude (Vierflügelanlage),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9481,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Am Glasmoor 99,Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9482,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Am Glasmoor 99,Stall- und Werkstattgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
26974,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Am Glasmoor 99,Justizvollzugsanstalt Glasmoor: Gefängnis und Wirtschaftshof,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
21813,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Buckhorn 16,Fachhallenkate,"Fachhallenkate; 1751; eingeschossige Hallenkate von vier Fach Länge aus Fachwerk, steiles reetgedecktes Satteldach mit Vollwalm bzw. Schopfwalm","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
20981,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Buckhorn 84,Fachhallenhaus,"Fachhallenhaus; 1856; eingeschossiges massives Hallenhaus mit Teilunterkellerung, reetgedecktes Schopfwalmdach, nach Norden zweigeschossiger Stallanbau 1911","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
52821,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Fasanenweg,Granitquaderbrücke,Granitquaderbrücke; zurückgehend auf Ende 18. Jh.; einbogige Steinbrücke mit Segmentbogen aus behauenen Granitquadern,"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
29891,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Friedrichsgaber Weg 290,Erdkeller,"Erdkeller; Anfang 19. Jh.; als Erdhügel erkennbar, vmtl. mit Backsteingewölbe, gemauerter rundbogiger Eingang","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
26656,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Lütjenmoor 13,Kirchliches Gemeindezentrum Schalom,"Kirchliches Gemeindezentrum Schalom, sog. Schalomkirche; 1974; Architekten Klaus Nickels und Timm Ohrt; ziegelsichtiger Massivbau auf annähernd quadratischem Grundriss, von drei Seiten umschlossener, tieferliegender Gemeinderaum, im Obergeschoss drei Wohnungen mit Dachterrassen","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,
21816,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Ochsenzoller Straße 78,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; 1930/31; Architekt Karl Brammer, Bauherr Gustav Lehmann, ein- und zweigeschossiger Backsteinbau aus unterschiedlich großen, kubischen Baukörpern mit Flachdächern, Neues Bauen","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,
22013,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Ohechaussee,Meilenstein,"Vollmeilenstein; 1840; an der Altona-Lübecker Chaussee, verjüngter Granitzylinder mit Kegelspitze","Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
19942,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Segeberger Chaussee 26,"ehem. Altenteilerhaus, ehem. dänisches Zollhaus","ehem. Altenteilerhaus, später dänisches Zollhaus; 1840; eingeschossiger traufständiger Backsteinbau mit Reetdach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19942.jpg
7300,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Segeberger Chaussee,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
7320,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Segeberger Chaussee,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
2706,Bauliche Anlage,Kreis Segeberg,"Norderstedt, Stadt",Spann 1,Fachhallenkate,"Fachhallenkate; 19. Jh.; Kate mit Backsteinausfachungen, einfache Riegellagen, reetgedecktes Halbwalmdach, Rundgauben","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/2706.jpg
8143,Bauliche Anlage,Kreis Segeberg,Nützen,Kieler Straße,Halbmeilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
20641,Bauliche Anlage,Kreis Segeberg,Nützen,Kieler Straße,KZ-Gedenkstätte Springhirsch,"KZ-Gedenkstätte Springhirsch; 1944; ehem. KZ-Außenkommando Kaltenkirchen in Springhirsch, Gelände und bauliche Reste von etwa 100 x 100 Metern mit angegliederter Gedenkstätte","Geschichtlich, Wissenschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/20641.jpg
29944,Bauliche Anlage,Kreis Segeberg,Oering,Heidrade 17,Kapelle / Apostel-Johannes-Kirche,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich","Kapelle / Apostel-Johannes-Kirche, Glockenturm",
43526,Gründenkmal,Kreis Segeberg,Oering,Olen Redder,Doppeleiche,"Doppeleiche mit Gedenkstein 1848-98; 1898, schleswig-holsteinische Doppeleiche, davor Findling mit Inschrift","Geschichtlich, Kulturlandschaftlich","Doppeleiche, Gedenkstein",
41008,Sachgesamtheit,Kreis Segeberg,Pronstorf,"An der Kirche 1, 2, 4, An der Kirche",Vicelin-Kirche,"Vicelin-Kirche; um 1200 bis 1895; nordöstlich des Guts Pronstorf gelegenes Ensemble aus Vicelin-Kirche, Kirchhof mit Südertor, Feldsteinböschungsmauer, Mausoleum, Grabmalen bis 1870 und Lindenkranz, sowie Pastorat, Küsterwohnhaus und Neuem Friedhof mit Baumkranz","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Vicelin-Kirche mit Ausstattung, Kirchhof mit Grabmale bis 1870, Südertor, Feldsteinböschungsmauer, Lindenkranz, Mausoleum (An der Kirche 1); Pastorat (An der Kirche 2),  Küsterwohnhaus (An der Kirche 4); Neuer Friedhof mit Baumkranz (An der Kirche)",
3557,Bauliche Anlage,Kreis Segeberg,Pronstorf,An der Kirche 1,Vicelin-Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/3557.jpg
20849,Bauliche Anlage,Kreis Segeberg,Pronstorf,An der Kirche 1,Mausoleum,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/20849.jpg
24682,Bauliche Anlage,Kreis Segeberg,Pronstorf,An der Kirche 2,Pastorat,"Pastorat; Mitte 19. Jh.; eingeschossiger, traufständiger Backsteinbau unter Satteldach mit übergiebelten Mittelrisaliten","Geschichtlich, Städtebaulich",gesamtes Objekt,
6449,Bauliche Anlage,Kreis Segeberg,Pronstorf,Eichenweg 16,Fachhallenkate,"Fachhallenkate; 18. Jh.; Zweiständerbau mit 5 Fachen, Eichenfachwerk mit Halbwalmdach in Reetdeckung, Ständer- und Dachwerk weitgehend erhalten, Backsteinfront und Schließung des Dielentors 20. Jh.","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/6449.jpg
1240,Bauliche Anlage,Kreis Segeberg,Pronstorf,Gutshof 1,Gut Pronstorf: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1241,Bauliche Anlage,Kreis Segeberg,Pronstorf,Gutshof 1,Gut Pronstorf: Kavalierhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1242,Bauliche Anlage,Kreis Segeberg,Pronstorf,Gutshof 1,Gut Pronstorf: Teehaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
19899,Bauliche Anlage,Kreis Segeberg,Pronstorf,Gutshof 1,Gut Pronstorf: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
6294,Bauliche Anlage,Kreis Segeberg,Pronstorf,Pronstorfer Straße 3,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; erstes Drittel 19. Jh.; eingeschossiges Bauernhaus in Backsteinbauweise, reetgedecktes Schopfwalmdach mit Eulengiebeln, traufseitiger Wohnteileingang mit Fledermausgaube; Stallscheune, eingeschossiger Fachwerkbau mit Schopfwalmdach","Geschichtlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Stallscheune",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/6294.jpg
20846,Gründenkmal,Kreis Segeberg,Pronstorf,An der Kirche 1,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Südertor, Feldsteinböschungsmauer, Lindenkranz",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/20846.jpg
44695,Gründenkmal,Kreis Segeberg,Pronstorf,Hauptstraße,Kaisereiche,"Kaisereiche mit Gedenkstein; 1897; hoch gewachsene Eiche, Gedenkstein mit Inschrifttafel, Grünfläche","Geschichtlich, Städtebaulich","Kaisereiche, Gedenkstein, Grünfläche",
22675,Bauliche Anlage,Kreis Segeberg,Rickling,Dorfstraße 65,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,
24688,Gründenkmal,Kreis Segeberg,Rickling,Dorfstraße 65,Alter Friedhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
42879,Gründenkmal,Kreis Segeberg,Rickling,Dorfstraße,Dorfplatz,Dorfplatz; 19.-20. Jh.; in der Ortsmitte gelegener Platz mit drei Ehrenmalen und zwei Baumdenkmalen,"Geschichtlich, Kulturlandschaftlich","Dorfplatz, Ehrenmal für die Gefallenen 1848, 1870-71, 1914-20, Ehrenmal für die Gefallenen beider Weltkriege, Gedenkplatte für die Gefallenen des Ersten Weltkriegs, Hindenburg-Eiche, Doppeleiche",
41009,Sachgesamtheit,Kreis Segeberg,Rohlstorf,Kirchweg,Kirche Warder,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Gusseisenpforte, Gruft Schwerdtfeger, zwei Sandsteinsarkophage",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/41009.jpg
