Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
48300,Gründenkmal,Kreis Rendsburg-Eckernförde,Hamweddel,Dorfstraße,Doppeleiche,Doppeleiche; 1908; zum 60-jährigen Jubiläum der Schleswig-Holsteinischen Erhebung gepflanzt; mit Gedenkstein,"Geschichtlich, Städtebaulich, Wissenschaftlich","Doppeleiche, Gedenkstein",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48300.jpg
40881,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Propst-Treplin-Weg 6a,Kirche St. Severin,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Severin mit Ausstattung, Kirchhof, Grabmale bis 1870, Feldsteinwall",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40881.jpg
6453,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6453.jpg
9327,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Scheune,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
2835,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Holstenstraße 9,Wohn- und Wirtschaftsgebäude,Wohn- und Wirtschaftsgebäude; um 1838; Zweiständerfachhallenhaus unter Reeteindeckung mit seitlichem Stallanbau und erweitertem Wirtschaftstrakt,"Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2835.jpg
10064,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Im Kloster 12,Alte Schule,Alte Schule; 1883; zweigeschossiger Ziegelbau unter Satteldach mit Schiefereindeckung,"Geschichtlich, Städtebaulich","Alte Schule, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10064.jpg
2071,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Mannhardtstraße 66,Wohnhaus (ehem. Strumpfwirkerei),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2071.jpg
7942,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Mannhardtstraße 67,"Wohnhaus, ehem. Leinenfabrik",Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7942.jpg
7787,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Mannhardtstraße 76,Wassermühle Hanerau,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Technisch, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7787.jpg
4070,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Propst-Treplin-Weg 6 a,Kirche St. Severin mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4070.jpg
7961,Gründenkmal,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Herrnhuter Gottesacker,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7961.jpg
9052,Gründenkmal,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Gutspark (Park Wilhelmshain),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Wissenschaftlich","Gutspark (Park Wilhelmshain), Mühlenteich",
22342,Gründenkmal,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Zufahrtsallee (Kastanien),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
22343,Gründenkmal,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Gut Hanerau,Gutsinsel mit Neuem Garten,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
20692,Gründenkmal,Kreis Rendsburg-Eckernförde,Hanerau-Hademarschen,Propst-Treplin-Weg 6 a,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Feldsteinwall",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20692.jpg
40882,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Hohenwestedt,Lindenstraße,Kirche St. Petrus und Paulus,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Petrus und Paulus mit Ausstattung, Kirchhof, Grabmale bis 1870, Grabstein Möller/Jargstorff, Baumkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40882.jpg
42694,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Bahnhofstraße 10,Pastorat,"Das um 1900 errichtete Pastorat stellt sich als ein villenartiger, schiefergedeckter ein- bis zweigeschossiger Ziegelbau über unregelmäßigem Grundriss, mit mehreren Risaliten, plastisch vorkragenden Zierfriesen und farblich abgesetzter Klinkergliederung dar. Die Haupterschließung erfolgt seitlich über eine Eingangsvorhalle. Ebenso erhalten ist ein bauzeitlicher Wintergarten in Holzbauweise.Die resultierenden besonderen geschichtlichen und städtebaulichen Denkmalwerte begründen ein öffentliches Interesse an der Erforschung und am Erhalt des Objektes","Geschichtlich, Städtebaulich","Pastorat, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42694.jpg
10943,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Bahnhofstraße,Alte Friedhofskapelle,"Friedhofskapelle; geweiht 1885; eingeschossiger Zentralbau über quadratischem Grundriss in Backsteinbauweise unter schiefergedecktem Pyramidenstumpfdach, je Fassade ein Mittelrisalit unter Satteldach","Geschichtlich, Künstlerisch, Städtebaulich","Alte Friedhofskapelle, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10943.jpg
3102,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Friedrichstraße 11,Heimatmuseum Burmesterhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3102.jpg
29723,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Lindenstraße 37,Wohnhaus,"ehem. Klostervogtei; 1846; eingeschossiger klassizistischer Backsteinbau mit verputzter Front und Schopfwalmdach, breites übergiebeltes Zwerchhaus mit Palladio-Motiv über dem Eingang","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29723.jpg
4077,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Lindenstraße,Kirche St. Petrus und Paulus mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4077.jpg
42599,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohenwestedt,Neu-Böternhöfen 6,Wohnhaus,"Wohnhaus; um 1904; villenartiger zweigeschossiger Fachwerkbau unter hartgedecktem Walmdach, Seitenrisalite unter Schopfwalmdach, repräsentatives Zierfachwerk","Geschichtlich, Kulturlandschaftlich","Wohnhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42599.jpg
18660,Gründenkmal,Kreis Rendsburg-Eckernförde,Hohenwestedt,Kieler Straße u.a.,Ehrenmal für die Gefallenen des Ersten Weltkrieges,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Ehrenmal für die Gefallenen des Ersten Weltkrieges, Rundmauer, Lindenkranz (18 Linden), Ehrenmal für die Gefallenen des Zweiten Weltkrieges, Grünanlage",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/18660.jpg
20689,Gründenkmal,Kreis Rendsburg-Eckernförde,Hohenwestedt,Lindenstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Grabstein Möller/Jargstorff, Baumkranz",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20689.jpg
40883,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Hohn,Hauptstraße,Kirche St. Marien,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Marien mit Ausstattung, Kirchhof, Grabmale bis 1870, Kirchhofstor, Lindenreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40883.jpg
7791,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohn,Hauptstraße 35 - 37,Hohnerhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7791.jpg
4078,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hohn,Hauptstraße,Kirche St. Marien mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4078.jpg
18769,Gründenkmal,Kreis Rendsburg-Eckernförde,Hohn,Hauptstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Kirchhofstor, Lindenreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/18769.jpg
846,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: Kutschpferdestall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
847,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: östliches Kavalierhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
1139,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
2170,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
2171,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: Speicher von  1724,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
2172,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holtsee,Gut Hohenlieth,Gut Hohenlieth: westliches Kavalierhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),
4759,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Alter Mühlenweg 11,Wassermühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4759.jpg
10783,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Alter Mühlenweg 11 - 13,Hofpflaster,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9341,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Alter Mühlenweg 13,Mühlenstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
10781,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Alter Mühlenweg 13,Backhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
10779,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Alter Mühlenweg,Stauteich mit Mühlenkanal und Umlauf,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3106,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzbunge,Mühlenweg 2,Kate Latendorf,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
51733,Gründenkmal,Kreis Rendsburg-Eckernförde,Holzbunge,Dorfstraße,Doppeleiche,Doppeleiche; wohl 1898; zum 50-jährigen Jubiläum der Schleswig-Holsteinischen Erhebung gepflanzt; mit Gedenkstein,"Geschichtlich, Städtebaulich, Wissenschaftlich","Doppeleiche, Gedenkstein",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/51733.jpg
3781,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Holzdorf,Seeholz 5,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
40886,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Hütten,Oberhütten,Kirche Hütten,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Lindenkranz, Feldsteinwall, Kirchhofspforten",
4079,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Hütten,Oberhütten,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4079.jpg
22936,Gründenkmal,Kreis Rendsburg-Eckernförde,Hütten,Oberhütten,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Lindenkranz, Feldsteinwall, Kirchhofspforten",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22936.jpg
43005,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Jahrsdorf,"Quellengrund 2, 3, Quellengrund",Hof Boye,"Hof Boye; Mitte 19. Jh. bis 1921; Hofstelle bestehend aus einem Wohn- und Wirtschaftsgebäude und einem Altenteil in Ziegelbauweise, Hofpflaster sowie einer historischen Feldsteinstraße","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Bauernhaus Boye mit Hofpflaster (Quellengrund 2), Altenteil Boye (Quellengrund 3), Pflasterstraße (Quellengrund)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/43005.jpg
10702,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Jahrsdorf,Quellengrund 2,Bauernhaus Boye,"Bauernhaus Boye; Mitte 19. Jh. und 1921, Architekt Regierungsbaurat Jürgen Kröger, Bauherr P. Boye; eingeschossiges Wohn- und Wirtschaftsgebäude mit Halbwalmdach und polygonalem Mittelrisalit sowie zweigeschossiger Stallscheune mit Drempelgeschoss unter flachem Satteldach; Hofpflaster","Geschichtlich, Künstlerisch, Kulturlandschaftlich","Bauernhaus Boye, Hofpflaster",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10702.jpg
40887,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Jevenstedt,Dorfstraße,Kirche Jevenstedt,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40887.jpg
2021,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Jevenstedt,Dorfstraße,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2021.jpg
7796,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Jevenstedt,Schwaber Straße 1,ehem. Kirchspielvogtei (Kate),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7796.jpg
20695,Gründenkmal,Kreis Rendsburg-Eckernförde,Jevenstedt,Dorfstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20695.jpg
40888,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Karby,An der Kirche,Kirche Karby,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Lindenkranz, Kirchhofspforte",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40888.jpg
2033,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Karby,An der Kirche,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2033.jpg
22966,Gründenkmal,Kreis Rendsburg-Eckernförde,Karby,An der Kirche,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Lindenkranz, Kirchhofspforte",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22966.jpg
40890,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Kosel,An der Kirche,Kirche St. Laurentius,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche St. Laurentius mit Ausstattung, Kirchhof, Grabmale bis 1870, Feldsteinwall, Kirchhofspforte, Lindenallee",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40890.jpg
4087,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kosel,An der Kirche,Kirche St. Laurentius mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/4087.jpg
50815,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kosel,Dorfstraße 4,Wohnhaus,"Fachwerkkate; wohl 1. H. 19. Jh.; Wandständerbau, reetgedecktes Walmdach, Straßenfront 1873 in spätklassizistischer Formensprache massiv ersetzt; Nebengebäude","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohnhaus, Nebengebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50815.jpg
27588,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kosel,Zur Fähre 5,sog. Kätnerkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27588.jpg
22946,Gründenkmal,Kreis Rendsburg-Eckernförde,Kosel,An der Kirche,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Feldsteinwall, Kirchhofspforte, Lindenallee",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22946.jpg
40891,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Kronshagen,Eichhofstraße 54-56,Friedhof Eichhof,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich","Friedhof Eichhof, Mausoleum Friedrich v. Esmarch, Mausoleum Martius, Mausoleum Milberg",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/40891.jpg
45228,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Kronshagen,"Kieler Straße 63b, 72, 84, Bürgermeister-Drews-Straße 2",Ortszentrum Kronshagen,"Ortszentrum Kronshagen; 1910 - 1950er Jahre; gewachsene städtebauliche Situation mit ehem. Gemeindehaus von 1910/11, ehem. Geschäftsgebäude des Landwirtschaftlichen Bezugsvereins von 1924, dem Geschäftshaus Seemann und einem Wohnhochhaus mit Laden","Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich","Wohnhochhaus mit Laden (Bürgermeister-Drews-Straße 2), Wohn- und Geschäftshaus Seemann (Kieler Straße 63b), ehem. Gemeindehaus (Kieler Straße 72),  ehem. Geschäftsgebäude Landwirtschaftl. Bezugsverein (Sparkasse Kiel) (Kieler Straße 84)",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45228.jpg
3324,Sachgesamtheit,Kreis Rendsburg-Eckernförde,Kronshagen,Kopperpahler Allee 59,Brüder-Grimm-Schule,"Brüder-Grimm-Schule mit Turnhalle; 1911/12, Architekt Johannes Garleff; Schulgebäude mit zeitgleich entstandener Turnhalle sowie der gärtnerischen Gestaltung des Schulhofareals mit Linden und Säuleneichen, qualitätvolles Ensemble der Heimatschutzarchitektur","Geschichtlich, Künstlerisch, Städtebaulich",Brüder-Grimm-Schule mit Säuleneichen und Linden; Turnhalle,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3324.jpg
18654,Mehrheit von baulichen Anlagen,Kreis Rendsburg-Eckernförde,Kronshagen,"Hasselkamp 67, 69, 71, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91, 93, 95, 97, Friedenskamp 1, 3, 5, 7, 9, 11, 13, 15, 17",Wohnhauskolonie Hasselkamp/Friedenskamp,"Wohnhauskolonie Hasselkamp-Friedenskamp; errichtet ab 1913, Arnolf Bruhn; um einen etwa quadratischen, weitläufigen  Innenraum konzipierte Reihenhaus-Wohnanlage, ein- und zweigeschossige Backsteinbauen, überwiegend traufständig, Auflockerung durch malerisch kombinierte Gliederungselemente wie Loggien, Erker und Zwerchhäuser. Hasselkamp Nr. 93 Haus des Architekten, sowie Friedenskamp 15 mit qualitätvoller Ausstattung","Geschichtlich, Künstlerisch, Städtebaulich","Wohnhaus Arnold Bruhn, (Hasselkamp 93); Reihenhäuser Friedenskamp 1, 3, 5, 7, 9, 11, 13, 15, 17; Reihenhäuser Hasselkamp 67, 69, 71, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91, 95, 97",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/18654.jpg
3323,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Claus-Sinjen-Straße 1,Domäne Kronshagen: Pächterwohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3323.jpg
3322,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Eichhofstraße 54 - 56,Mausoleum Friedrich v. Esmarch,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3322.jpg
3325,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Eichhofstraße 54 - 56,Mausoleum Martius,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3325.jpg
9889,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Eichhofstraße 54 - 56,Mausoleum Milberg,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Wissenschaftlich",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9889.jpg
41556,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Friedenskamp 15,Reihenhaus,"Reihenhaus; 1912-13, Architekt Arnold Bruhn; zweigeschossiger Backsteinbau, traufständig mit Satteldach und polygonalem Standerker, qualitätvolle bauzeitliche wandfeste Ausstattung","Geschichtlich, Künstlerisch, Städtebaulich","Reihenhaus, ",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41556.jpg
13904,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Hasselkamp 2,Wohnhaus,"Wohnhaus Dr. Niese; um 1925, Architekt Arnold Bruhn; eingeschossiger Backsteinbau mit Satteldach, qualitätvolle Fassadendetails, Heimatschutzarchitektur","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/13904.jpg
12751,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Hasselkamp 93,Wohnhaus Arnold Bruhn,"Wohnhaus Arnold Bruhn; 1912-13, Architekt Arnold Bruhn; im Kontext der Reihenhaus-Wohnsiedlung Hasselkamp/Friedenskamp in Formen des Heimatschutzstiles errichtetes Wohnhaus des Architekten, qualitätvolle Backsteinfassade und bauzeitliche wandfeste Ausstattung","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/12751.jpg
7801,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Kieler Straße 84,ehem. Geschäftsgebäude Landwirtschaftl. Bezugsverein (Sparkasse Kiel),"ehem. Geschäftsgebäude Landwirtschaftl. Bezugsverein; 1923-24, Architekt A. Bruhn, 1989-90 P. Jensen; zweigeschossiger Backsteinbau, traufständig mit Satteldach, drei Zwerchhäusern und seitlichen Stufengiebeln, Heimatschutzstil mit aufwändigen neubarocken Formen, Teilrekonstruktion und Erweiterung 1989-90","Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7801.jpg
27646,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Kopperpahler Allee 59,Turnhalle,"Turnhalle der Brüder-Grimm-Schule; 1911/12, Architekt  Johannes Garleff; Backsteinbau mit geschweiftem Tonnendach, Fassade mit rustizierten Lisenen, Giebel mit Halbrundfenstern und vertikaler Putzstreifengliederung","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27646.jpg
48840,Bauliche Anlage,Kreis Rendsburg-Eckernförde,Kronshagen,Kopperpahler Allee 59,Brüder-Grimm-Schule,"Brüder-Grimm-Schule; 1911/12, Architekt Johannes Garleff; zweigeschossiger Baukörper in Backstein und mit Walmdach, rechtwinkliger Grundriss mit langgestrecktem Rückflügel, straßenseitig eingeschossiger Wohn- und Verwaltungstrakt mit Volutengiebel, zeitgleich entstandene gärtnerische Gestaltung des Schulhofareals mit Linden und Säuleneichen","Geschichtlich, Künstlerisch, Städtebaulich","Brüder-Grimm-Schule, Säuleneichen, Linden",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/48840.jpg
10896,Gründenkmal,Kreis Rendsburg-Eckernförde,Kronshagen,Eichhofstraße 54 - 56,Friedhof Eichhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10896.jpg
